Order_ID,Product_ID,User_ID,Order_Date,Return_Date,Product_Category,Product_Price,Order_Quantity,Return_Reason,Return_Status,Days_to_Return,User_Age,User_Gender,User_Location,Payment_Method,Shipping_Method,Discount_Applied,Region,Marketing_Channel,Customer_Tenure_Months,Product_Returnable,High_Return_Risk_Flag,Order_Weekday,Order_Month,Return_Label,Product_Margin,CLV_Estimate,Is_Weekend_Order,Return_Probability
ORD00004565,PROD00004565,USER00004565,2023-02-06,,Books,348.56,1,No Return,Not Returned,0.0,34,Male,City28,Debit Card,Next-Day,4.02,West,Social Media,45,0,0,Monday,2,0,344.54,1307.1,0,0.4665893070470446
ORD00004566,PROD00004566,USER00004566,2023-09-11,,Toys,76.47,4,No Return,Not Returned,0.0,64,Male,City22,Debit Card,Express,5.08,West,Direct Traffic,9,0,0,Monday,9,0,71.39,229.41,0,0.4978756688213883
ORD00004567,PROD00004567,USER00004567,2024-12-13,,Clothing,435.46,4,No Return,Not Returned,0.0,35,Male,City19,Debit Card,Next-Day,45.94,West,Referral,13,1,1,Friday,12,0,389.52,1886.993333333333,0,0.5256622508414063
ORD00004568,PROD00004568,USER00004568,2023-04-29,,Electronics,423.36,3,No Return,Not Returned,0.0,36,Male,City43,PayPal,Express,45.25,South,Social Media,37,1,1,Saturday,4,0,378.11,3916.08,1,0.5265745607467608
ORD00004569,PROD00004569,USER00004569,2024-07-15,,Electronics,470.6,4,No Return,Not Returned,0.0,60,Female,City70,Debit Card,Express,21.16,North,Email,14,1,0,Monday,7,0,449.44,2196.1333333333337,0,0.4934509378773004
ORD00004570,PROD00004570,USER00004570,2023-04-29,,Home,480.72,4,No Return,Not Returned,0.0,42,Female,City57,Debit Card,Standard,12.38,South,Email,37,1,0,Saturday,4,0,468.34,5928.880000000001,1,0.4910740022899305
ORD00004571,PROD00004571,USER00004571,2023-09-02,2023-07-31,Home,106.33,4,Defective,Returned,-33.0,35,Female,City69,Gift Card,Express,38.1,West,Referral,9,1,0,Saturday,9,1,68.22999999999999,318.99,1,0.5364778626850869
ORD00004572,PROD00004572,USER00004572,2023-09-16,2023-02-23,Clothing,69.56,1,Wrong item,Returned,-205.0,40,Female,City77,Credit Card,Standard,5.84,West,Referral,8,1,1,Saturday,9,1,63.72,46.373333333333335,1,0.4988626901345969
ORD00004573,PROD00004573,USER00004573,2024-10-06,2023-09-01,Clothing,147.62,2,Wrong item,Returned,-401.0,24,Male,City14,Credit Card,Next-Day,24.74,West,SEO,39,1,1,Sunday,10,1,122.88,959.53,1,0.5087737301679623
ORD00004574,PROD00004574,USER00004574,2023-09-06,,Home,92.34,1,No Return,Not Returned,0.0,34,Female,City22,Gift Card,Standard,19.33,West,Social Media,40,1,0,Wednesday,9,0,73.01,307.8,0,0.5031135225452509
ORD00004575,PROD00004575,USER00004575,2024-06-01,2023-09-03,Clothing,422.98,5,Defective,Returned,-272.0,27,Male,City55,Gift Card,Express,22.3,North,Referral,54,1,1,Saturday,6,1,400.68,9517.05,1,0.5187020475468812
ORD00004576,PROD00004576,USER00004576,2024-08-04,2024-04-12,Home,26.36,5,Changed mind,Returned,-114.0,65,Female,City5,Credit Card,Next-Day,36.04,South,SEO,3,1,0,Sunday,8,1,-9.68,32.95,1,0.5411999567791315
ORD00004577,PROD00004577,USER00004577,2023-11-16,,Home,314.49,5,No Return,Not Returned,0.0,45,Female,City44,Gift Card,Next-Day,8.86,South,SEO,55,1,0,Thursday,11,0,305.63,7207.0625,0,0.49957545199649434
ORD00004578,PROD00004578,USER00004578,2023-05-21,2024-12-09,Clothing,127.21,2,Defective,Returned,568.0,41,Female,City18,PayPal,Express,9.71,North,Referral,56,1,1,Sunday,5,1,117.5,1187.2933333333333,1,0.4867439452504111
ORD00004579,PROD00004579,USER00004579,2023-01-07,2023-11-01,Electronics,354.35,1,Not as described,Returned,298.0,35,Male,City72,PayPal,Express,36.74,Central,Email,47,1,0,Saturday,1,1,317.61,1387.8708333333334,1,0.505996680974132
ORD00004580,PROD00004580,USER00004580,2024-11-26,,Books,29.87,3,No Return,Not Returned,0.0,69,Female,City31,Debit Card,Standard,40.23,West,Social Media,40,0,0,Tuesday,11,0,-10.359999999999996,298.7,0,0.5337687781071867
ORD00004581,PROD00004581,USER00004581,2024-04-08,,Home,211.09,5,No Return,Not Returned,0.0,56,Male,City32,Gift Card,Express,10.39,West,Social Media,33,1,0,Monday,4,0,200.7,2902.4875,0,0.4974425477200864
ORD00004582,PROD00004582,USER00004582,2024-02-06,,Books,97.69,2,No Return,Not Returned,0.0,24,Male,City19,Credit Card,Next-Day,40.56,West,Email,32,0,0,Tuesday,2,0,57.13,521.0133333333333,0,0.5327197188248811
ORD00004583,PROD00004583,USER00004583,2023-06-02,,Electronics,284.5,3,No Return,Not Returned,0.0,47,Male,City1,PayPal,Next-Day,0.17,Central,Referral,7,1,0,Friday,6,0,284.33,497.87500000000006,0,0.4771202018815647
ORD00004584,PROD00004584,USER00004584,2024-12-17,,Books,410.14,4,No Return,Not Returned,0.0,57,Female,City86,PayPal,Standard,48.88,North,Social Media,19,0,1,Tuesday,12,0,361.26,2597.5533333333333,0,0.5324545347206722
ORD00004585,PROD00004585,USER00004585,2023-06-26,2024-01-05,Books,430.1,4,Defective,Returned,193.0,49,Male,City75,PayPal,Express,42.9,South,Referral,34,0,1,Monday,6,1,387.2000000000001,4874.466666666667,0,0.528789497379672
ORD00004586,PROD00004586,USER00004586,2023-01-11,,Books,348.55,3,No Return,Not Returned,0.0,40,Female,City57,Debit Card,Express,32.59,South,Referral,14,0,0,Wednesday,1,0,315.96000000000004,1219.9250000000002,0,0.51270124047732
ORD00004587,PROD00004587,USER00004587,2024-05-19,,Toys,254.4,4,No Return,Not Returned,0.0,67,Female,City3,PayPal,Next-Day,11.81,Central,SEO,50,0,0,Sunday,5,0,242.59,4240.0,1,0.4957803342716444
ORD00004588,PROD00004588,USER00004588,2024-06-10,,Toys,324.5,1,No Return,Not Returned,0.0,49,Female,City98,Gift Card,Standard,47.57,South,Email,47,0,0,Monday,6,0,276.93,1270.9583333333333,0,0.5211680444084682
ORD00004589,PROD00004589,USER00004589,2024-08-16,2023-09-28,Home,94.02,3,Defective,Returned,-323.0,50,Female,City41,Credit Card,Express,26.14,North,Referral,46,1,0,Friday,8,1,67.88,1081.23,0,0.5128227812932967
ORD00004590,PROD00004590,USER00004590,2023-04-10,2024-04-27,Home,149.7,1,Changed mind,Returned,383.0,38,Female,City99,Debit Card,Express,17.66,North,Direct Traffic,56,1,0,Monday,4,1,132.04,698.6,0,0.4924092330586628
ORD00004591,PROD00004591,USER00004591,2023-05-03,,Books,191.06,5,No Return,Not Returned,0.0,70,Male,City87,Gift Card,Express,41.6,North,Email,57,0,0,Wednesday,5,0,149.46,4537.675,0,0.5363358151375356
ORD00004592,PROD00004592,USER00004592,2024-02-14,,Home,467.38,3,No Return,Not Returned,0.0,24,Male,City77,Debit Card,Standard,38.93,West,Social Media,19,1,1,Wednesday,2,0,428.45,2220.055,0,0.5138557029087423
ORD00004593,PROD00004593,USER00004593,2023-10-31,,Clothing,28.72,2,No Return,Not Returned,0.0,32,Male,City39,Gift Card,Standard,5.01,South,SEO,51,1,1,Tuesday,10,0,23.71,244.12,0,0.4862595145460947
ORD00004594,PROD00004594,USER00004594,2023-03-07,2024-02-10,Books,484.53,5,Defective,Returned,340.0,39,Female,City18,Debit Card,Standard,16.68,North,Social Media,54,0,0,Tuesday,3,1,467.85,10901.925,0,0.5134127714374583
ORD00004595,PROD00004595,USER00004595,2024-03-17,2023-06-29,Toys,90.36,1,Wrong item,Returned,-262.0,29,Female,City49,Debit Card,Express,18.34,West,Social Media,59,0,0,Sunday,3,1,72.02,444.27,1,0.49569264971583804
ORD00004596,PROD00004596,USER00004596,2024-02-06,,Home,401.02,5,No Return,Not Returned,0.0,28,Female,City8,Gift Card,Next-Day,19.01,East,Email,26,1,0,Tuesday,2,0,382.01,4344.383333333333,0,0.502186886368171
ORD00004597,PROD00004597,USER00004597,2023-10-17,2024-11-18,Toys,45.49,4,Changed mind,Returned,398.0,29,Male,City36,Debit Card,Express,22.45,East,Social Media,17,0,0,Tuesday,10,1,23.040000000000003,257.7766666666667,0,0.5189345496527659
ORD00004598,PROD00004598,USER00004598,2023-12-23,2024-12-05,Toys,10.49,1,Wrong item,Returned,348.0,44,Male,City51,Credit Card,Next-Day,21.93,West,Referral,54,0,0,Saturday,12,1,-11.44,47.205,1,0.5064953436850694
ORD00004599,PROD00004599,USER00004599,2024-04-04,2023-01-22,Clothing,438.65,5,Defective,Returned,-438.0,47,Female,City54,PayPal,Next-Day,44.0,East,Social Media,28,1,1,Thursday,4,1,394.65,5117.583333333334,0,0.5328092126057575
ORD00004600,PROD00004600,USER00004600,2024-04-05,,Toys,296.77,1,No Return,Not Returned,0.0,26,Male,City17,Debit Card,Express,18.12,Central,SEO,19,0,0,Friday,4,0,278.65,469.88583333333327,0,0.49365863844541213
ORD00004601,PROD00004601,USER00004601,2024-04-03,,Books,250.86,2,No Return,Not Returned,0.0,37,Female,City56,PayPal,Express,26.6,West,SEO,27,0,0,Wednesday,4,0,224.26,1128.87,0,0.5079768960591604
ORD00004602,PROD00004602,USER00004602,2023-09-30,2023-07-12,Toys,156.13,3,Defective,Returned,-80.0,54,Female,City71,Credit Card,Next-Day,18.56,Central,Direct Traffic,48,0,0,Saturday,9,1,137.57,1873.56,1,0.5015018938554818
ORD00004603,PROD00004603,USER00004603,2023-07-28,,Home,296.35,2,No Return,Not Returned,0.0,54,Female,City4,Credit Card,Standard,47.48,Central,SEO,52,1,0,Friday,7,0,248.87000000000003,2568.366666666667,0,0.5276339878540902
ORD00004604,PROD00004604,USER00004604,2023-09-22,2024-07-14,Electronics,40.45,5,Changed mind,Returned,296.0,33,Female,City14,Credit Card,Next-Day,48.0,West,Social Media,57,1,0,Friday,9,1,-7.549999999999997,960.6875,0,0.5393469810071628
ORD00004605,PROD00004605,USER00004605,2023-08-24,,Toys,114.55,2,No Return,Not Returned,0.0,45,Male,City10,Debit Card,Express,41.71,West,SEO,19,0,0,Thursday,8,0,72.84,362.7416666666666,0,0.5367906045809016
ORD00004606,PROD00004606,USER00004606,2024-05-30,2023-05-11,Home,489.22,3,Changed mind,Returned,-385.0,22,Female,City74,Debit Card,Express,22.82,Central,Email,33,1,0,Thursday,5,1,466.4,4036.065,0,0.4957386731434968
ORD00004607,PROD00004607,USER00004607,2023-12-24,,Clothing,394.65,3,No Return,Not Returned,0.0,42,Female,City41,Gift Card,Next-Day,0.4,North,SEO,51,1,1,Sunday,12,0,394.25,5031.787499999999,1,0.47386692306441347
ORD00004608,PROD00004608,USER00004608,2024-11-03,,Electronics,99.96,2,No Return,Not Returned,0.0,65,Female,City60,Gift Card,Next-Day,10.03,South,Referral,7,1,0,Sunday,11,0,89.92999999999999,116.62,1,0.5022752425777843
ORD00004609,PROD00004609,USER00004609,2024-12-31,2023-06-26,Books,244.15,5,Defective,Returned,-554.0,26,Female,City35,PayPal,Next-Day,31.1,Central,Email,29,0,0,Tuesday,12,1,213.05,2950.145833333333,0,0.5219531095788711
ORD00004610,PROD00004610,USER00004610,2023-02-18,2024-04-10,Home,256.52,3,Changed mind,Returned,417.0,53,Female,City49,Credit Card,Express,49.91,West,Direct Traffic,55,1,0,Saturday,2,1,206.61,3527.15,1,0.5372270379740335
ORD00004611,PROD00004611,USER00004611,2024-10-11,2023-04-14,Home,299.46,3,Changed mind,Returned,-546.0,68,Male,City78,Debit Card,Express,2.54,West,Referral,43,1,0,Friday,10,1,296.92,3219.195,0,0.47850295504071416
ORD00004612,PROD00004612,USER00004612,2024-04-23,2024-01-10,Toys,42.31,2,Defective,Returned,-104.0,23,Female,City94,Gift Card,Next-Day,11.12,North,Social Media,5,0,0,Tuesday,4,1,31.190000000000005,35.25833333333334,0,0.5086100708860037
ORD00004613,PROD00004613,USER00004613,2023-08-03,2023-06-16,Home,176.89,4,Defective,Returned,-48.0,57,Male,City9,Gift Card,Express,36.21,Central,Social Media,30,1,0,Thursday,8,1,140.67999999999998,1768.9,0,0.5276752753095473
ORD00004614,PROD00004614,USER00004614,2023-07-31,2024-03-14,Home,27.16,3,Not as described,Returned,227.0,24,Female,City74,PayPal,Next-Day,28.78,Central,Social Media,49,1,0,Monday,7,1,-1.620000000000001,332.71,0,0.5167937446230904
ORD00004615,PROD00004615,USER00004615,2023-01-11,2023-08-08,Books,417.55,5,Wrong item,Returned,209.0,32,Male,City25,Credit Card,Standard,35.15,East,Referral,43,0,1,Wednesday,1,1,382.4,7481.104166666667,0,0.5293196137284855
ORD00004616,PROD00004616,USER00004616,2024-10-18,,Electronics,292.98,1,No Return,Not Returned,0.0,32,Female,City50,Debit Card,Next-Day,5.57,West,Referral,56,1,0,Friday,10,0,287.41,1367.2400000000002,0,0.4692056022816496
ORD00004617,PROD00004617,USER00004617,2023-11-27,,Electronics,54.47,5,No Return,Not Returned,0.0,31,Male,City9,Debit Card,Standard,36.81,Central,Referral,58,1,0,Monday,11,0,17.659999999999997,1316.3583333333331,0,0.5258220522070698
ORD00004618,PROD00004618,USER00004618,2023-07-25,2023-11-10,Electronics,74.32,1,Not as described,Returned,108.0,64,Female,City26,Debit Card,Next-Day,18.78,East,Email,8,1,0,Tuesday,7,1,55.53999999999999,49.54666666666666,0,0.5144314622303788
ORD00004619,PROD00004619,USER00004619,2024-09-01,2024-07-10,Home,233.15,3,Defective,Returned,-53.0,51,Male,City64,PayPal,Next-Day,30.42,South,Email,42,1,0,Sunday,9,1,202.73,2448.0750000000003,1,0.5148405874203229
ORD00004620,PROD00004620,USER00004620,2023-12-07,2024-06-11,Books,379.98,1,Changed mind,Returned,187.0,54,Male,City66,PayPal,Express,41.36,South,Social Media,12,0,0,Thursday,12,1,338.62,379.98,0,0.5177116137292394
ORD00004621,PROD00004621,USER00004621,2023-11-11,2023-09-27,Clothing,214.12,3,Not as described,Returned,-45.0,39,Male,City8,Debit Card,Express,18.56,East,SEO,42,1,1,Saturday,11,1,195.56,2248.26,1,0.5008279377737703
ORD00004622,PROD00004622,USER00004622,2023-08-18,2023-06-20,Clothing,448.09,4,Wrong item,Returned,-59.0,50,Female,City57,Debit Card,Express,25.16,South,Social Media,13,1,1,Friday,8,1,422.93,1941.723333333333,0,0.499346859648225
ORD00004623,PROD00004623,USER00004623,2023-07-08,,Books,36.43,3,No Return,Not Returned,0.0,53,Male,City39,Gift Card,Standard,27.39,South,Direct Traffic,26,0,0,Saturday,7,0,9.04,236.795,1,0.5223171148415837
ORD00004624,PROD00004624,USER00004624,2023-06-08,,Toys,299.68,4,No Return,Not Returned,0.0,24,Male,City59,PayPal,Standard,10.74,South,Email,18,0,0,Thursday,6,0,288.94,1798.08,0,0.49101291349641013
ORD00004625,PROD00004625,USER00004625,2024-05-12,,Toys,71.44,2,No Return,Not Returned,0.0,21,Female,City98,Credit Card,Next-Day,17.46,South,Referral,42,0,0,Sunday,5,0,53.98,500.08,1,0.5026522215986178
ORD00004626,PROD00004626,USER00004626,2023-05-22,,Toys,484.36,2,No Return,Not Returned,0.0,63,Female,City88,Debit Card,Express,30.26,West,Email,51,0,1,Monday,5,0,454.1,4117.06,0,0.499042809637179
ORD00004627,PROD00004627,USER00004627,2023-10-23,,Electronics,485.76,2,No Return,Not Returned,0.0,29,Female,City65,Debit Card,Next-Day,16.57,West,Referral,52,1,0,Monday,10,0,469.19,4209.92,0,0.48216480114795207
ORD00004628,PROD00004628,USER00004628,2024-12-02,,Electronics,414.98,5,No Return,Not Returned,0.0,67,Female,City81,PayPal,Standard,40.45,North,Direct Traffic,49,1,1,Monday,12,0,374.53,8472.508333333333,0,0.5385141099588638
ORD00004629,PROD00004629,USER00004629,2023-08-16,,Books,273.84,5,No Return,Not Returned,0.0,52,Female,City87,Debit Card,Standard,25.39,North,Direct Traffic,20,0,0,Wednesday,8,0,248.45,2282.0,0,0.5126852676921047
ORD00004630,PROD00004630,USER00004630,2023-12-14,,Toys,422.69,1,No Return,Not Returned,0.0,54,Male,City92,Gift Card,Next-Day,1.69,East,Email,16,0,0,Thursday,12,0,421.0,563.5866666666666,0,0.464903195428307
ORD00004631,PROD00004631,USER00004631,2023-12-27,2024-11-17,Toys,167.09,2,Wrong item,Returned,326.0,56,Female,City100,Debit Card,Next-Day,4.02,West,Referral,37,0,0,Wednesday,12,1,163.07,1030.388333333333,0,0.48278307017952254
ORD00004632,PROD00004632,USER00004632,2024-11-24,2024-05-28,Electronics,93.59,4,Wrong item,Returned,-180.0,59,Female,City9,Gift Card,Standard,38.98,Central,Direct Traffic,3,1,0,Sunday,11,1,54.61000000000001,93.59,1,0.5397055122448211
ORD00004633,PROD00004633,USER00004633,2024-07-29,,Home,199.07,4,No Return,Not Returned,0.0,69,Male,City99,Credit Card,Standard,19.28,North,Social Media,27,1,0,Monday,7,0,179.79,1791.63,0,0.5062880884744099
ORD00004634,PROD00004634,USER00004634,2023-03-20,,Home,218.73,3,No Return,Not Returned,0.0,48,Male,City95,Gift Card,Express,24.7,East,Social Media,15,1,0,Monday,3,0,194.03,820.2375,0,0.5111805177352916
ORD00004635,PROD00004635,USER00004635,2024-01-05,,Clothing,320.69,5,No Return,Not Returned,0.0,46,Male,City22,Debit Card,Express,24.74,West,Referral,58,1,1,Friday,1,0,295.95,7750.008333333333,0,0.5200881709313188
ORD00004636,PROD00004636,USER00004636,2023-07-08,,Books,29.86,5,No Return,Not Returned,0.0,26,Female,City7,Credit Card,Next-Day,42.35,East,Email,34,0,0,Saturday,7,0,-12.490000000000002,423.0166666666667,1,0.5391374123777314
ORD00004637,PROD00004637,USER00004637,2023-08-21,,Home,19.12,3,No Return,Not Returned,0.0,33,Male,City95,Gift Card,Standard,1.99,East,Direct Traffic,45,1,0,Monday,8,0,17.130000000000003,215.1,0,0.48538512752486385
ORD00004638,PROD00004638,USER00004638,2024-08-19,2024-03-06,Books,60.27,3,Wrong item,Returned,-166.0,47,Male,City9,Gift Card,Standard,29.33,Central,Email,22,0,0,Monday,8,1,30.940000000000005,331.485,0,0.5247135337257773
ORD00004639,PROD00004639,USER00004639,2023-04-27,,Toys,106.16,3,No Return,Not Returned,0.0,48,Male,City59,Gift Card,Express,44.39,South,Social Media,40,0,0,Thursday,4,0,61.77,1061.6,0,0.536357998977009
ORD00004640,PROD00004640,USER00004640,2023-12-15,2023-10-28,Toys,76.1,3,Wrong item,Returned,-48.0,20,Male,City26,Gift Card,Standard,24.28,East,Direct Traffic,23,0,0,Friday,12,1,51.81999999999999,437.575,0,0.517371392888338
ORD00004641,PROD00004641,USER00004641,2023-10-30,,Home,462.13,3,No Return,Not Returned,0.0,66,Male,City61,Gift Card,Next-Day,34.55,West,Email,59,1,1,Monday,10,0,427.58,6816.4175,0,0.5159856249835781
ORD00004642,PROD00004642,USER00004642,2023-02-17,,Books,340.78,4,No Return,Not Returned,0.0,37,Female,City88,PayPal,Express,0.09,West,SEO,49,0,0,Friday,2,0,340.69,5566.073333333333,0,0.4810825945133098
ORD00004643,PROD00004643,USER00004643,2024-05-09,,Home,493.31,5,No Return,Not Returned,0.0,18,Male,City68,PayPal,Express,35.0,West,Referral,4,1,1,Thursday,5,0,458.31,822.1833333333334,0,0.5058173014212262
ORD00004644,PROD00004644,USER00004644,2023-10-24,2023-02-23,Home,271.78,5,Defective,Returned,-243.0,56,Male,City40,PayPal,Next-Day,8.43,West,Referral,51,1,0,Tuesday,10,1,263.35,5775.325,0,0.49715914608151107
ORD00004645,PROD00004645,USER00004645,2024-01-08,,Home,475.37,5,No Return,Not Returned,0.0,39,Male,City53,Credit Card,Standard,7.58,Central,SEO,54,1,0,Monday,1,0,467.79,10695.825,0,0.5019796616105251
ORD00004646,PROD00004646,USER00004646,2024-02-09,,Electronics,163.69,1,No Return,Not Returned,0.0,42,Male,City81,Gift Card,Express,23.38,North,Social Media,57,1,0,Friday,2,0,140.31,777.5275,0,0.4983308953914873
ORD00004647,PROD00004647,USER00004647,2023-03-03,,Electronics,61.24,4,No Return,Not Returned,0.0,40,Female,City95,PayPal,Next-Day,32.54,East,Direct Traffic,41,1,0,Friday,3,0,28.700000000000003,836.9466666666666,0,0.524004463879521
ORD00004648,PROD00004648,USER00004648,2023-08-20,2023-07-12,Home,453.26,3,Defective,Returned,-39.0,67,Female,City50,Gift Card,Standard,16.4,West,Referral,23,1,0,Sunday,8,1,436.86,2606.245,1,0.4876131899322562
ORD00004649,PROD00004649,USER00004649,2024-08-23,2023-01-09,Home,351.24,2,Wrong item,Returned,-592.0,29,Male,City47,Debit Card,Express,37.35,Central,SEO,47,1,0,Friday,8,1,313.89,2751.38,0,0.5134787722962707
ORD00004650,PROD00004650,USER00004650,2024-10-14,2023-09-18,Home,429.78,1,Defective,Returned,-392.0,18,Male,City14,Debit Card,Standard,21.97,West,SEO,60,1,0,Monday,10,1,407.81,2148.9,0,0.480593085753739
ORD00004651,PROD00004651,USER00004651,2023-01-03,,Clothing,133.74,4,No Return,Not Returned,0.0,65,Male,City33,Credit Card,Next-Day,14.73,North,Social Media,9,1,1,Tuesday,1,0,119.01,401.22,0,0.5059681210250512
ORD00004652,PROD00004652,USER00004652,2024-03-04,,Electronics,497.97,2,No Return,Not Returned,0.0,59,Female,City87,Credit Card,Express,25.59,North,Social Media,24,1,0,Monday,3,0,472.38000000000005,1991.88,0,0.4920525895898497
ORD00004653,PROD00004653,USER00004653,2024-11-26,2023-07-11,Clothing,149.37,3,Not as described,Returned,-504.0,28,Female,City74,Gift Card,Express,33.82,Central,Email,21,1,1,Tuesday,11,1,115.55,784.1925,0,0.525591208494748
ORD00004654,PROD00004654,USER00004654,2023-06-25,,Books,282.71,2,No Return,Not Returned,0.0,70,Female,City75,PayPal,Next-Day,33.47,South,Referral,41,0,0,Sunday,6,0,249.24,1931.8516666666665,1,0.5125179830007536
ORD00004655,PROD00004655,USER00004655,2024-08-20,,Home,289.07,1,No Return,Not Returned,0.0,64,Male,City3,PayPal,Express,44.95,Central,Email,46,1,0,Tuesday,8,0,244.12,1108.1016666666667,0,0.5203979861872227
ORD00004656,PROD00004656,USER00004656,2023-10-09,2024-12-15,Home,367.51,1,Changed mind,Returned,433.0,67,Female,City12,Credit Card,Express,36.31,Central,SEO,55,1,0,Monday,10,1,331.2,1684.4208333333331,0,0.502883554611385
ORD00004657,PROD00004657,USER00004657,2024-06-11,,Toys,434.25,5,No Return,Not Returned,0.0,19,Male,City78,PayPal,Standard,45.15,West,Direct Traffic,53,0,1,Tuesday,6,0,389.1,9589.6875,0,0.5465147707473614
ORD00004658,PROD00004658,USER00004658,2023-07-25,,Home,25.53,1,No Return,Not Returned,0.0,51,Female,City69,Credit Card,Next-Day,1.85,West,Direct Traffic,16,1,0,Tuesday,7,0,23.68,34.04,0,0.49450400454638843
ORD00004659,PROD00004659,USER00004659,2024-10-07,2023-11-22,Electronics,8.28,1,Defective,Returned,-320.0,61,Male,City11,Debit Card,Next-Day,42.9,East,Social Media,56,1,0,Monday,10,1,-34.62,38.64,0,0.5316879574642447
ORD00004660,PROD00004660,USER00004660,2023-03-12,,Toys,331.91,5,No Return,Not Returned,0.0,28,Female,City82,Credit Card,Standard,18.36,Central,Direct Traffic,55,0,0,Sunday,3,0,313.55,7606.270833333334,1,0.5117427661637268
ORD00004661,PROD00004661,USER00004661,2023-06-17,2023-01-20,Electronics,250.32,2,Defective,Returned,-148.0,32,Male,City38,PayPal,Express,8.45,North,Direct Traffic,25,1,0,Saturday,6,1,241.87,1043.0,1,0.4860056380660286
ORD00004662,PROD00004662,USER00004662,2023-06-08,,Books,167.01,4,No Return,Not Returned,0.0,66,Male,City85,Credit Card,Next-Day,22.4,North,Direct Traffic,26,0,0,Thursday,6,0,144.61,1447.4199999999998,0,0.5114345186992447
ORD00004663,PROD00004663,USER00004663,2023-07-02,,Home,391.41,1,No Return,Not Returned,0.0,50,Male,City78,Credit Card,Next-Day,10.21,West,SEO,49,1,0,Sunday,7,0,381.2000000000001,1598.2575,1,0.4706508699095294
ORD00004664,PROD00004664,USER00004664,2024-07-15,2023-03-27,Books,15.65,3,Changed mind,Returned,-476.0,56,Female,City33,Credit Card,Standard,2.17,North,Direct Traffic,45,0,0,Monday,7,1,13.48,176.0625,0,0.4856931629889824
ORD00004665,PROD00004665,USER00004665,2023-11-13,2024-07-23,Electronics,188.9,4,Not as described,Returned,253.0,41,Female,City20,PayPal,Express,43.13,South,Direct Traffic,9,1,0,Monday,11,1,145.77,566.7,0,0.5372068857492639
ORD00004666,PROD00004666,USER00004666,2023-05-07,,Clothing,478.67,3,No Return,Not Returned,0.0,19,Female,City63,Debit Card,Next-Day,14.27,South,Direct Traffic,15,1,1,Sunday,5,0,464.4,1795.0125,1,0.4820435932354856
ORD00004667,PROD00004667,USER00004667,2023-05-28,2024-10-18,Electronics,153.43,1,Not as described,Returned,509.0,20,Male,City28,Debit Card,Express,11.09,West,Email,39,1,0,Sunday,5,1,142.34,498.6475,1,0.4893169573077585
ORD00004668,PROD00004668,USER00004668,2024-11-05,,Clothing,6.81,3,No Return,Not Returned,0.0,67,Female,City45,PayPal,Express,40.06,North,SEO,33,1,1,Tuesday,11,0,-33.25,56.1825,0,0.5368319781862508
ORD00004669,PROD00004669,USER00004669,2024-08-12,,Clothing,76.86,1,No Return,Not Returned,0.0,70,Female,City94,Debit Card,Next-Day,44.97,North,Social Media,1,1,1,Monday,8,0,31.89,6.404999999999999,0,0.5486882507492904
ORD00004670,PROD00004670,USER00004670,2024-05-17,,Books,68.12,5,No Return,Not Returned,0.0,62,Female,City36,Gift Card,Standard,6.42,East,Email,5,0,0,Friday,5,0,61.7,141.91666666666669,0,0.5012538314140995
ORD00004671,PROD00004671,USER00004671,2024-08-10,2023-03-05,Books,83.53,5,Not as described,Returned,-524.0,60,Male,City12,Credit Card,Standard,8.36,Central,Referral,56,0,0,Saturday,8,1,75.17,1949.0333333333333,1,0.49220417934454863
ORD00004672,PROD00004672,USER00004672,2024-09-18,2024-07-10,Toys,356.95,4,Defective,Returned,-70.0,27,Male,City46,PayPal,Express,15.7,South,SEO,9,0,0,Wednesday,9,1,341.25,1070.85,0,0.4923681409131448
ORD00004673,PROD00004673,USER00004673,2023-10-08,2023-01-28,Toys,5.19,5,Wrong item,Returned,-253.0,21,Male,City44,Credit Card,Express,31.04,South,SEO,44,0,0,Sunday,10,1,-25.85,95.15,1,0.5220300065365134
ORD00004674,PROD00004674,USER00004674,2024-03-15,,Electronics,439.31,3,No Return,Not Returned,0.0,59,Female,City52,Debit Card,Next-Day,12.1,West,Referral,6,1,0,Friday,3,0,427.21,658.965,0,0.48047233603094064
ORD00004675,PROD00004675,USER00004675,2024-09-09,,Books,497.02,4,No Return,Not Returned,0.0,51,Male,City97,Credit Card,Express,37.94,South,Referral,28,0,1,Monday,9,0,459.08,4638.8533333333335,0,0.5184098117871845
ORD00004676,PROD00004676,USER00004676,2024-12-12,,Electronics,202.18,2,No Return,Not Returned,0.0,52,Female,City63,Credit Card,Standard,46.88,South,Referral,45,1,0,Thursday,12,0,155.3,1516.35,0,0.5320411052558933
ORD00004677,PROD00004677,USER00004677,2023-07-06,,Toys,178.13,4,No Return,Not Returned,0.0,25,Female,City33,PayPal,Next-Day,13.86,North,Social Media,26,0,0,Thursday,7,0,164.26999999999998,1543.7933333333333,0,0.5004857973532982
ORD00004678,PROD00004678,USER00004678,2024-02-03,,Clothing,357.32,2,No Return,Not Returned,0.0,45,Female,City18,Credit Card,Standard,9.91,North,Direct Traffic,28,1,1,Saturday,2,0,347.41,1667.493333333333,1,0.4810564731502209
